DOYdayfrac;UTC_datetime;filenum;SIF_FARRED_max;SIF_FARRED_max_wvl;SIF_RED_max;SIF_RED_max_wvl;SIF_O2B;SIF_O2A;SIF_int;SIF_O2B_un;SIF_O2A_un
164.4966;13-Jun-2025 11:55:06;23;0.454075;742.7466;1.2096;689.8437;1.1176;0.304252;57.111826;0.020506;0.10794
164.497;13-Jun-2025 11:55:41;24;0.351255;720.105;1.2305;689.8437;1.1318;0.235423;52.749725;0.021494;0.11111
164.4982;13-Jun-2025 11:57:28;25;0.482903;743.6948;0.74064;689.5045;0.7174;0.333109;46.001959;0.023561;0.11266
164.4987;13-Jun-2025 11:58:07;26;0.684364;744.4841;0.70234;689.5045;0.68163;0.484369;55.407248;0.023232;0.11466
164.4992;13-Jun-2025 11:58:54;27;0.701943;743.3789;1.2486;689.8437;1.1485;0.474487;71.044772;0.021156;0.10925
164.4996;13-Jun-2025 11:59:29;28;0.533681;743.5369;1.0489;689.8437;0.9865;0.367853;57.851056;0.022517;0.11304
164.5;13-Jun-2025 12:00:04;29;0.582746;742.272;1.6348;689.8437;1.4529;0.379698;76.754699;0.022074;0.10692
164.5016;13-Jun-2025 12:02:18;30;0.477634;743.2209;0.81046;689.6741;0.78063;0.328677;47.999159;0.023716;0.10711
164.502;13-Jun-2025 12:02:53;31;0.522855;742.9047;0.88538;689.8437;0.84528;0.346358;51.911315;0.021685;0.10169
164.5024;13-Jun-2025 12:03:28;32;0.44873;743.5369;0.5885;689.1652;0.57515;0.30253;39.528273;0.022338;0.10343
164.5028;13-Jun-2025 12:04:03;33;0.459262;743.5369;0.63275;689.3349;0.61678;0.311784;41.514614;0.022244;0.10438
164.5032;13-Jun-2025 12:04:38;34;0.454603;743.6948;0.60949;689.1652;0.59521;0.306674;40.052286;0.021574;0.10309
164.5111;13-Jun-2025 12:15:59;1;-1.01795;780.0343;-0.37506;669.9294;-0.80143;-2.19385;-190.17792;0.10349;0.13387
164.5115;13-Jun-2025 12:16:31;2;-0.981728;780.0343;-0.35432;669.9294;-0.76446;-2.12907;-183.91165;0.10014;0.12672
164.5117;13-Jun-2025 12:16:55;3;-0.517763;780.0343;-0.14138;669.9294;-0.35128;-1.24294;-102.92132;0.067672;0.12332
164.5121;13-Jun-2025 12:17:24;4;11.9577;755.7558;2.9496;689.8437;2.6501;11.3884;761.31471;0.17921;0.1573
164.5125;13-Jun-2025 12:18:04;5;-0.859558;780.0343;-0.23611;669.9294;-0.56136;-1.88463;-156.46155;0.088133;0.13171
164.513;13-Jun-2025 12:18:46;6;2.07169;742.9047;0.094054;689.8437;0.075309;1.20285;91.309862;NaN;NaN
164.5134;13-Jun-2025 12:19:18;7;7.64145;780.0343;5.2058;689.8437;5.1164;7.22054;685.5006;0.13275;0.17315
164.5137;13-Jun-2025 12:19:43;8;2.17643;742.9047;0.09218;689.8437;0.07383;1.24711;94.75009;NaN;NaN
164.514;13-Jun-2025 12:20:08;9;2.13422;742.9047;0.092953;689.8437;0.074424;1.22952;93.379125;0.0227;0.1006
164.5143;13-Jun-2025 12:20:36;10;3.89952;736.2338;0.0013671;689.8437;0.001367;1.81633;110.64738;6.4749e-05;0.0889
164.5146;13-Jun-2025 12:21:01;11;2.00311;743.0628;0.098899;689.8437;0.07971;1.17408;89.224828;0.022859;0.102
164.5149;13-Jun-2025 12:21:26;12;23.9454;758.2368;-0.75271;669.9294;-0.97247;23.2053;891.37091;NaN;NaN
164.5152;13-Jun-2025 12:21:52;13;-0.790747;780.0343;-1.181;669.9294;-2.1831;-1.58505;-204.48874;NaN;NaN
164.5158;13-Jun-2025 12:22:48;1;-2.64795;780.0343;-5.2541;669.9294;-7.1121;-4.47406;-651.60372;0.088887;0.055324
164.5162;13-Jun-2025 12:23:16;2;0.217324;744.1685;0.025885;689.8437;0.021313;0.150348;11.61479;NaN;NaN
164.5164;13-Jun-2025 12:23:38;3;1.4946;743.0628;-0.11099;669.9294;-0.26617;1.0188;73.046356;NaN;NaN
164.5167;13-Jun-2025 12:23:59;4;-1.85236;780.0343;-3.3271;669.9294;-4.9189;-3.30929;-461.6873;NaN;NaN
164.5167;13-Jun-2025 12:23:59;5;-0.436679;780.0343;-0.62799;669.9294;-1.3358;-0.932569;-117.6325;NaN;NaN
164.5172;13-Jun-2025 12:24:46;6;-3.65126;780.0343;-6.8811;669.9294;-8.8678;-5.91371;-841.34452;0.098811;0.067658
164.5174;13-Jun-2025 12:25:07;7;-0.716589;780.0343;-0.84552;669.9294;-1.6663;-1.47907;-174.21544;0.058192;0.031295
164.5177;13-Jun-2025 12:25:29;8;-0.515288;780.0343;-0.12931;669.9294;-0.32074;-1.23613;-101.44813;NaN;NaN
164.518;13-Jun-2025 12:25:51;9;-0.516632;780.0343;-0.12926;669.9294;-0.32102;-1.23887;-101.64561;NaN;NaN
164.5182;13-Jun-2025 12:26:11;10;-0.504993;780.0343;-0.12565;669.9294;-0.31299;-1.21476;-99.592401;NaN;NaN
164.5184;13-Jun-2025 12:26:34;11;-2.5113;780.0343;-1.5716;669.9294;-2.5441;-4.58584;-443.97925;0.13236;0.049952
164.5187;13-Jun-2025 12:26:55;12;-1.21736;780.0343;-1.5518;669.9294;-2.6756;-2.35042;-285.7651;NaN;NaN
164.5189;13-Jun-2025 12:27:17;13;-1.4793;780.0343;-1.5674;669.9294;-2.6739;-2.82416;-321.51859;0.090814;0.03873
164.5192;13-Jun-2025 12:27:39;14;-2.12834;780.0343;-2.8165;669.9294;-4.2753;-3.81423;-470.14339;NaN;NaN
164.5195;13-Jun-2025 12:28:01;15;-2.15689;780.0343;-2.8189;669.9294;-4.2747;-3.86446;-473.95748;0.10443;0.047569
164.5197;13-Jun-2025 12:28:24;16;-2.65346;780.0343;-3.6331;669.9294;-5.2434;-4.60205;-574.24132;NaN;NaN
164.52;13-Jun-2025 12:28:45;17;-2.208;780.0343;-3.1308;669.9294;-4.6593;-3.9195;-496.06662;0.1014;0.048078
164.5202;13-Jun-2025 12:29:07;18;-3.58533;780.0343;-6.0927;669.9294;-8.0107;-5.87012;-798.56134;NaN;NaN
164.5205;13-Jun-2025 12:29:30;19;-1.97584;780.0343;-1.9732;669.9294;-3.193;-3.64329;-406.32468;0.10869;0.044155
164.5207;13-Jun-2025 12:29:52;20;-1.68475;780.0343;-5.2126;689.8437;-5.3103;-2.35205;-415.31636;NaN;NaN
164.5207;13-Jun-2025 12:29:52;21;-0.857187;780.0343;-2.2502;669.9294;-2.2792;-1.26266;-201.93773;NaN;NaN
164.5213;13-Jun-2025 12:30:39;22;-3.19706;780.0343;-4.972;669.9294;-6.7747;-5.35486;-702.33966;0.11137;0.061394
164.5215;13-Jun-2025 12:31:00;23;-2.17202;780.0343;-1.2165;669.9294;-2.064;-4.07688;-384.46349;0.12083;0.045283
164.5218;13-Jun-2025 12:31:22;24;-1.63072;780.0343;-1.5699;669.9294;-2.6655;-3.09202;-340.94491;0.097524;0.039322
164.522;13-Jun-2025 12:31:44;25;-2.17017;780.0343;-2.6358;669.9294;-4.0441;-3.90231;-465.79329;NaN;NaN
164.5223;13-Jun-2025 12:32:06;26;-3.63734;780.0343;-6.6226;669.9294;-8.5879;-5.9116;-828.39914;NaN;NaN
164.5226;13-Jun-2025 12:32:29;27;-3.91831;780.0343;-6.3833;669.9294;-8.3208;-6.34769;-848.21843;0.11304;0.069888
165;13-Jun-2025 23:59:56;1;0.166581;744.0107;0.12142;687.4665;0.12125;0.11315;11.522373;NaN;NaN
164.5248;13-Jun-2025 12:35:46;2;0.549738;780.0343;0.11877;689.8437;0.11534;0.326779;23.631833;0.0097741;0.056169
164.5255;13-Jun-2025 12:36:42;3;0.0627229;743.8528;0.08833;687.1263;0.088321;0.0429887;5.5577426;0.01697;0.041579
164.5261;13-Jun-2025 12:37:38;4;-0.0175449;780.0343;0.093907;686.2752;0.09365;-0.0562201;-1.4832293;NaN;NaN
164.5268;13-Jun-2025 12:38:35;5;-0.0088562;780.0343;0.095502;686.4455;0.095377;-0.02979;0.47785542;0.017686;0.042209
164.5274;13-Jun-2025 12:39:30;6;0.577327;743.8528;0.087645;689.8437;0.07953;0.386124;30.328123;NaN;NaN
164.5281;13-Jun-2025 12:40:26;7;0.582353;743.8528;0.082879;689.8437;0.074247;0.389832;30.473162;0.016309;0.039798
164.5597;13-Jun-2025 13:25:55;1;2.15462;743.8528;1.7431;689.8437;1.1544;1.72485;154.13869;NaN;NaN
164.5607;13-Jun-2025 13:27:22;2;2.02682;744.6419;1.8234;689.8437;1.4073;1.62269;148.71413;NaN;NaN
164.561;13-Jun-2025 13:27:47;3;2.20318;744.1685;1.5864;689.8437;1.1329;1.76609;148.16358;0.061265;0.12507
164.5613;13-Jun-2025 13:28:12;4;2.18696;743.8528;1.5767;689.8437;1.1244;1.70693;149.64775;0.060584;0.12062
164.5615;13-Jun-2025 13:28:37;5;2.16414;744.1685;1.7578;689.8437;1.282;1.74153;156.93903;0.065934;0.12734
164.5618;13-Jun-2025 13:29:00;6;2.1105;745.1149;1.6652;689.8437;1.2573;1.68086;142.23943;NaN;NaN
164.5621;13-Jun-2025 13:29:25;7;2.0277;744.9573;1.5237;689.8437;0.99935;1.65963;137.05593;NaN;NaN
164.5624;13-Jun-2025 13:29:50;8;2.19536;744.3263;1.7845;689.8437;1.2934;1.77616;153.81004;0.066023;0.12723
164.5627;13-Jun-2025 13:30:15;9;2.14754;744.0107;1.6367;689.8437;1.2486;1.6384;143.79938;NaN;NaN
164.563;13-Jun-2025 13:30:42;10;2.16458;743.6948;1.2335;689.8437;0.7767;1.67971;133.08245;0.056857;0.11749
164.5633;13-Jun-2025 13:31:09;11;2.00181;744.9573;1.641;689.8437;1.2431;1.62892;141.76921;0.057692;0.12797
164.5636;13-Jun-2025 13:31:34;12;2.01875;743.6948;1.6006;689.8437;1.2435;1.60966;147.19315;0.057735;0.12659
164.5639;13-Jun-2025 13:31:59;13;2.05865;743.8528;1.4893;689.8437;1.1671;1.58398;136.40498;NaN;NaN
164.5642;13-Jun-2025 13:32:24;14;2.01432;744.3263;1.3554;689.8437;1.0328;1.6107;134.26592;NaN;NaN
164.5645;13-Jun-2025 13:32:51;15;2.02128;744.4841;1.397;689.8437;0.87699;1.62119;131.45699;NaN;NaN
164.5648;13-Jun-2025 13:33:16;16;2.02717;744.7996;1.5582;689.8437;1.1562;1.64208;140.23566;0.057074;0.12632
164.5655;13-Jun-2025 13:34:17;1;2.06015;744.0107;1.4554;689.8437;1.0332;1.63244;137.5031;NaN;NaN
164.566;13-Jun-2025 13:35:04;2;2.08868;743.5369;1.3433;689.8437;1.0614;1.53008;128.84987;NaN;NaN
164.567;13-Jun-2025 13:36:28;3;1.91879;742.5884;1.6903;689.8437;1.3026;1.46375;142.47228;0.056534;0.11637
164.567;13-Jun-2025 13:36:28;4;1.74416;743.2209;1.6867;689.8437;1.3488;1.34958;132.32344;0.048943;0.11871
164.5677;13-Jun-2025 13:37:30;5;1.80324;743.5369;1.3854;689.8437;1.0591;1.37969;126.16333;0.048024;0.11549
164.568;13-Jun-2025 13:37:56;6;1.76173;742.272;1.7469;689.8437;1.3382;1.35414;138.51105;NaN;NaN
164.5683;13-Jun-2025 13:38:21;7;1.84898;742.4302;1.5204;689.8437;1.2026;1.32896;132.62938;NaN;NaN
164.5686;13-Jun-2025 13:38:46;8;1.96559;742.9047;1.6246;689.8437;1.2881;1.45467;139.35747;NaN;NaN
164.5689;13-Jun-2025 13:39:11;9;1.93055;743.0628;1.7167;689.8437;1.2976;1.48243;142.18364;0.055858;0.11598
164.5692;13-Jun-2025 13:39:36;10;1.74543;744.1685;1.6942;689.8437;1.2726;1.36073;129.02856;NaN;NaN
164.5695;13-Jun-2025 13:40:01;11;1.78763;743.5369;1.6299;689.8437;1.2049;1.38812;133.14227;NaN;NaN
164.5698;13-Jun-2025 13:40:27;12;1.90653;743.8528;1.4048;689.8437;1.0529;1.44558;122.14732;NaN;NaN
164.57;13-Jun-2025 13:40:51;13;1.80951;743.8528;1.6259;689.8437;1.2702;1.42035;134.52079;NaN;NaN
164.5703;13-Jun-2025 13:41:14;14;1.93765;742.7466;1.304;689.8437;1.0963;1.42844;134.30889;NaN;NaN
164.5706;13-Jun-2025 13:41:39;15;1.93321;743.6948;1.5415;689.8437;1.2413;1.51223;140.26865;0.051457;0.11982
164.5709;13-Jun-2025 13:42:04;16;1.91563;742.9047;1.6697;689.8437;1.2778;1.41824;135.49557;0.050047;0.10876
164.5712;13-Jun-2025 13:42:29;17;1.93424;742.7466;1.2407;689.8437;1.0594;1.40682;127.63681;NaN;NaN
164.5722;13-Jun-2025 13:43:57;18;1.78505;741.3219;1.6686;689.8437;1.3672;1.29717;139.78033;0.049262;0.10784
164.5725;13-Jun-2025 13:44:25;19;1.81355;741.0049;1.3868;689.8437;1.1551;1.3063;133.37407;0.046364;0.10618
164.5728;13-Jun-2025 13:44:52;20;1.63493;742.9047;1.4154;689.8437;1.0915;1.25786;122.2686;0.047488;0.11563
164.5731;13-Jun-2025 13:45:17;21;1.70498;741.9554;1.1133;689.8437;0.94624;1.21409;115.70051;0.035157;0.10217
164.5734;13-Jun-2025 13:45:42;22;1.67319;741.7971;1.4029;689.8437;1.1226;1.22491;122.00133;0.042961;0.10685
164.5737;13-Jun-2025 13:46:11;23;1.75332;741.7971;1.3653;689.8437;1.1568;1.29077;129.81018;NaN;NaN
164.574;13-Jun-2025 13:46:36;24;1.7274;741.9554;1.3271;689.8437;1.0826;1.28011;125.77609;0.043325;0.10935
164.5743;13-Jun-2025 13:47:01;25;1.69639;742.272;1.3862;689.8437;1.1024;1.24473;122.72995;0.042675;0.10653
164.5746;13-Jun-2025 13:47:26;26;1.69489;742.272;1.5774;689.8437;1.2113;1.31024;129.93059;0.054137;0.11665
164.5749;13-Jun-2025 13:47:51;27;1.6978;742.5884;1.1501;689.8437;1.0294;1.23553;120.87562;0.03683;0.10576
164.5752;13-Jun-2025 13:48:16;28;1.74958;741.9554;1.2943;689.8437;1.0732;1.22685;121.18098;NaN;NaN
164.5755;13-Jun-2025 13:48:41;29;1.82624;741.4803;1.5159;689.8437;1.136;1.33258;134.4979;0.052999;0.10539
164.5758;13-Jun-2025 13:49:06;30;1.81048;742.272;1.3657;689.8437;1.1026;1.32283;127.82355;0.041542;0.10452
164.5774;13-Jun-2025 13:51:31;31;1.34145;743.2209;0.76925;689.8437;0.72392;0.969181;91.431296;0.028504;0.098148
164.5777;13-Jun-2025 13:51:56;32;1.40918;741.9554;0.80254;689.8437;0.756;1.00968;98.992875;0.03396;0.09839
164.578;13-Jun-2025 13:52:23;33;1.39884;741.9554;1.0462;689.8437;0.91428;1.00375;100.4833;NaN;NaN
164.578;13-Jun-2025 13:52:23;34;1.39754;741.7971;0.83331;689.8437;0.748;1.00058;94.059639;0.029694;0.095991
164.5786;13-Jun-2025 13:53:15;35;1.45418;742.5884;0.80022;689.8437;0.74048;1.02581;96.053431;0.027731;0.093626
164.5789;13-Jun-2025 13:53:40;36;1.42248;742.9047;0.8166;689.8437;0.73711;0.997305;88.00997;NaN;NaN
164.5792;13-Jun-2025 13:54:05;37;1.40451;741.9554;0.78176;689.8437;0.73344;0.974712;94.075683;0.028644;0.091722
164.5795;13-Jun-2025 13:54:30;38;1.38112;742.1137;0.92501;689.8437;0.80806;0.934307;91.107738;NaN;NaN
164.5798;13-Jun-2025 13:54:55;39;1.39046;743.6948;0.95487;689.8437;0.84434;0.992534;92.849461;0.024764;0.093248
164.5801;13-Jun-2025 13:55:21;40;1.36794;741.3219;0.8799;689.8437;0.78933;0.960422;94.391867;0.029774;0.092624
164.5804;13-Jun-2025 13:55:47;41;1.39745;740.8464;1.0023;689.8437;0.82423;0.998036;97.519566;0.034245;0.094257
164.5807;13-Jun-2025 13:56:15;42;1.41031;742.272;0.93043;689.8437;0.83736;1.01611;97.476524;NaN;NaN
164.581;13-Jun-2025 13:56:41;43;1.32334;741.7971;0.97744;689.8437;0.86827;0.944068;93.971239;NaN;NaN
164.5813;13-Jun-2025 13:57:07;44;1.43226;741.9554;0.97007;689.8437;0.84133;1.0121;96.1295;0.028547;0.091151
164.5824;13-Jun-2025 13:58:40;45;6.65111;757.1524;1.2582;689.8437;1.1101;6.53888;410.81621;0.094477;0.15041
164.5827;13-Jun-2025 13:59:08;46;1.73177;744.4841;1.5425;689.8437;1.2215;1.35931;118.20248;0.043068;0.12237
164.5831;13-Jun-2025 13:59:36;47;1.80908;744.7996;1.6006;689.8437;1.2774;1.41653;110.69712;0.043785;0.11956
164.5834;13-Jun-2025 14:00:02;48;1.80915;745.5877;1.5073;689.8437;1.167;1.45182;121.47461;0.043682;0.12427
164.5837;13-Jun-2025 14:00:28;49;1.8738;744.9573;1.5107;689.8437;1.1997;1.46332;121.10291;NaN;NaN
164.5839;13-Jun-2025 14:00:53;50;1.89359;745.5877;1.5319;689.8437;1.1867;1.53764;132.15943;0.050406;0.12817
164.5842;13-Jun-2025 14:01:19;51;1.87825;743.8528;1.4013;689.8437;0.91835;1.44501;118.04482;0.056475;0.11782
164.5846;13-Jun-2025 14:01:47;52;1.88853;742.4302;1.2581;689.8437;0.98537;1.4008;118.41659;0.041942;0.11179
164.5849;13-Jun-2025 14:02:12;53;2.00597;745.1149;1.5066;689.8437;1.2148;1.54698;124.41886;0.034879;0.11701
164.5852;13-Jun-2025 14:02:37;54;1.66055;746.0601;1.6248;689.8437;1.3673;1.37323;124.55237;0.041111;0.13164
164.5854;13-Jun-2025 14:03:02;55;1.88881;746.2176;1.5237;689.8437;1.141;1.56067;128.52548;0.052645;0.12894
164.5857;13-Jun-2025 14:03:27;56;1.84462;744.4841;1.5286;689.1652;1.3172;1.45216;115.92304;0.042334;0.12051
164.586;13-Jun-2025 14:03:52;57;1.77065;744.7996;1.4341;689.3349;1.155;1.41795;110.04347;0.047814;0.12309
164.5863;13-Jun-2025 14:04:17;58;1.91527;745.1149;1.6924;689.8437;1.4238;1.41698;134.83411;0.032767;0.11142
164.5874;13-Jun-2025 14:05:51;59;1.48297;742.7466;1.4932;689.8437;1.0596;1.1002;110.35571;NaN;NaN
164.5878;13-Jun-2025 14:06:22;60;1.43934;741.4803;1.5313;689.8437;1.1709;1.06277;113.49112;0.047557;0.10422
164.5881;13-Jun-2025 14:06:49;61;1.49766;741.1634;1.2134;689.8437;0.97289;1.06824;108.22398;0.038731;0.09819
164.5884;13-Jun-2025 14:07:15;62;1.40605;741.1634;1.4081;689.8437;1.0622;1.03328;107.88015;0.045743;0.10337
164.5887;13-Jun-2025 14:07:41;63;1.49389;743.0628;1.2907;689.8437;1.0117;1.09473;105.44304;0.036024;0.10025
164.589;13-Jun-2025 14:08:07;64;1.54388;741.6387;1.2189;689.8437;0.94515;1.11119;108.50765;0.038543;0.098359
164.5893;13-Jun-2025 14:08:34;65;1.48063;741.1634;1.3926;689.8437;1.0403;1.08191;111.76818;NaN;NaN
164.5896;13-Jun-2025 14:09:00;66;1.49785;741.3219;1.0956;689.8437;0.9943;1.06092;108.8887;0.035083;0.098135
164.5896;13-Jun-2025 14:09:00;67;1.49611;741.7971;1.1803;689.8437;1.0255;1.02386;107.09374;0.03058;0.092123
164.5905;13-Jun-2025 14:10:18;68;1.55749;741.1634;1.1867;689.8437;1.0263;1.11662;114.04329;0.037812;0.099413
164.5908;13-Jun-2025 14:10:44;69;1.66677;740.6878;1.3461;689.8437;1.1159;1.16463;123.23986;0.040958;0.09464
164.5912;13-Jun-2025 14:11:20;70;1.57297;740.3705;1.2835;689.8437;1.0492;1.09847;115.15923;0.039508;0.094703
164.5915;13-Jun-2025 14:11:46;71;1.50624;741.0049;1.1555;689.8437;1.0209;1.04234;110.40994;0.034813;0.09417
164.5938;13-Jun-2025 14:15:05;72;1.83261;741.6387;1.127;689.8437;0.91734;1.32725;123.55852;NaN;NaN
164.5941;13-Jun-2025 14:15:33;73;1.83458;741.4803;1.2429;689.8437;0.9674;1.30695;122.72321;0.039883;0.094269
164.5945;13-Jun-2025 14:16:01;74;1.72927;742.1137;1.2639;689.8437;0.94127;1.2886;119.7585;NaN;NaN
164.5948;13-Jun-2025 14:16:29;75;1.80956;741.4803;1.3961;689.8437;1.0355;1.348;128.86157;0.05131;0.10178
164.5953;13-Jun-2025 14:17:12;76;1.78298;741.1634;1.1653;689.8437;0.91638;1.28247;121.84304;0.041959;0.096164
164.5956;13-Jun-2025 14:17:38;77;1.72827;742.1137;1.2175;689.8437;0.9041;1.3039;116.46298;0.045069;0.10143
164.5959;13-Jun-2025 14:18:03;78;1.70796;741.1634;1.3101;689.8437;0.93537;1.26721;120.96215;0.051105;0.10053
164.5962;13-Jun-2025 14:18:30;79;1.76674;741.6387;1.1539;689.8437;0.88882;1.29598;117.52186;0.04048;0.09774
164.5962;13-Jun-2025 14:18:30;80;1.78736;741.6387;1.2766;689.8437;0.99096;1.29074;123.45952;0.043829;0.095881
164.5968;13-Jun-2025 14:19:24;81;1.81243;741.4803;1.1889;689.8437;0.98412;1.34679;125.78713;0.043243;0.10124
164.5971;13-Jun-2025 14:19:49;82;1.81025;741.4803;1.1659;689.8437;0.90615;1.3236;123.31664;NaN;NaN
164.5974;13-Jun-2025 14:20:17;83;1.86891;741.4803;1.4749;689.8437;1.0806;1.40734;134.65846;0.053479;0.10354
164.5977;13-Jun-2025 14:20:42;84;1.90645;741.1634;1.1576;689.8437;0.92472;1.3699;128.06149;0.04292;0.096315
164.5981;13-Jun-2025 14:21:15;85;1.83161;741.0049;1.3456;689.8437;0.97219;1.31494;125.91535;0.048509;0.094314
164.5984;13-Jun-2025 14:21:41;86;1.78817;741.9554;1.2203;689.8437;0.89284;1.30472;121.25052;NaN;NaN
164.5987;13-Jun-2025 14:22:07;87;1.76231;741.0049;1.1889;689.8437;0.87038;1.29793;120.38037;NaN;NaN
164.599;13-Jun-2025 14:22:33;88;1.74401;742.1137;1.3298;689.8437;0.99741;1.27486;119.22817;0.043541;0.096121
164.6;13-Jun-2025 14:23:59;89;1.63044;741.9554;1.6502;689.8437;1.277;1.17544;126.15958;0.047352;0.10224
164.6003;13-Jun-2025 14:24:30;90;1.57211;742.272;1.8616;689.8437;1.396;1.19873;130.81963;0.058935;0.11274
164;13-Jun-2025 00:00:03;1;1.49947;740.6878;1.5836;689.8437;1.1193;1.10903;119.32539;0.058403;0.1063
164.6021;13-Jun-2025 14:27:00;2;1.43;741.4803;1.6422;689.8437;1.1988;1.08848;116.94908;0.057891;0.11079
164.6025;13-Jun-2025 14:27:35;3;1.45895;741.4803;1.661;689.8437;1.242;1.06498;116.15072;0.050178;0.10195
164.6029;13-Jun-2025 14:28:08;4;1.59484;741.9554;1.2365;689.8437;1.0279;1.11403;112.25902;0.034417;0.095007
164.6032;13-Jun-2025 14:28:34;5;1.57631;740.5292;1.4959;689.8437;1.2203;1.10853;120.71671;0.042836;0.098185
164.6035;13-Jun-2025 14:28:59;6;1.50585;741.3219;1.4699;689.8437;1.1033;1.11034;114.40957;0.048643;0.10334
164.6038;13-Jun-2025 14:29:27;7;1.53237;741.9554;1.7812;689.8437;1.3183;1.14571;124.75007;0.055887;0.10572
164.6041;13-Jun-2025 14:29:53;8;1.54011;741.7971;2.0175;689.8437;1.5505;1.15948;133.65184;0.056556;0.10948
164.6044;13-Jun-2025 14:30:19;9;1.53198;741.6387;1.6208;689.8437;1.1378;1.13858;118.85637;0.058418;0.1034
164.6055;13-Jun-2025 14:31:52;10;1.59335;742.4302;0.97354;689.8437;0.76608;1.15987;103.65205;0.033165;0.087593
164.6059;13-Jun-2025 14:32:30;11;1.67296;741.0049;0.79053;689.8437;0.68379;1.17375;107.02653;NaN;NaN
164.6062;13-Jun-2025 14:32:59;12;1.63754;741.7971;0.7572;689.8437;0.69281;1.15209;101.95043;NaN;NaN
164.6066;13-Jun-2025 14:33:26;13;1.6127;741.3219;0.89537;689.8437;0.78867;1.16114;108.54932;0.034139;0.086771
164.6069;13-Jun-2025 14:33:52;14;1.64034;741.4803;0.81269;689.8437;0.71464;1.17329;103.81189;0.030885;0.084403
164.6072;13-Jun-2025 14:34:19;15;1.62443;740.5292;1.0079;689.8437;0.81471;1.17387;111.20397;NaN;NaN
164.6075;13-Jun-2025 14:34:46;16;1.63746;740.6878;1.0136;689.8437;0.77695;1.15299;108.68209;0.037173;0.083696
164.6078;13-Jun-2025 14:35:13;17;1.72744;740.6878;0.91123;689.8437;0.72412;1.14341;103.73689;0.028182;0.075995
164.6081;13-Jun-2025 14:35:40;18;1.7134;741.0049;1.1101;689.8437;0.8391;1.2356;114.70538;0.041263;0.086799
164.6084;13-Jun-2025 14:36:07;19;1.70991;741.4803;0.89105;689.8437;0.70387;1.18574;103.58583;0.029461;0.081205
164.6087;13-Jun-2025 14:36:34;20;1.65642;739.7356;1.0756;689.8437;0.81827;1.17383;112.66091;NaN;NaN
164.61;13-Jun-2025 14:38:21;21;2.64973;751.3932;1.5185;689.8437;0.99067;2.45848;197.14008;NaN;NaN
164.6103;13-Jun-2025 14:38:52;22;1.80798;743.2209;1.3246;689.8437;0.93653;1.3484;118.336;0.045522;0.10256
164.6103;13-Jun-2025 14:38:52;23;1.83856;742.4302;1.0794;689.8437;0.82807;1.31282;114.37348;0.035635;0.096214
164.611;13-Jun-2025 14:39:47;24;1.81913;743.2209;1.2695;689.8437;0.9614;1.34627;119.13935;0.040125;0.10078
164.6113;13-Jun-2025 14:40:13;25;1.75428;743.0628;1.2361;689.8437;0.89902;1.29374;114.27492;0.041969;0.10036
164.6116;13-Jun-2025 14:40:39;26;1.83416;742.5884;1.2997;689.8437;0.9241;1.37096;125.81261;0.049589;0.10325
164.6119;13-Jun-2025 14:41:06;27;1.74919;744.6419;1.3786;689.8437;0.90011;1.38532;117.94683;0.055595;0.11066
164.6122;13-Jun-2025 14:41:32;28;1.786;742.5884;1.2921;689.8437;0.98221;1.31409;118.59052;0.040665;0.099867
164.6125;13-Jun-2025 14:41:58;29;1.85593;742.4302;1.1249;689.8437;0.94448;1.32756;121.67119;NaN;NaN
164.6128;13-Jun-2025 14:42:24;30;1.77341;743.3789;1.105;689.8437;0.7675;1.29596;103.59542;0.038349;0.096901
164.6131;13-Jun-2025 14:42:50;31;1.78023;742.272;1.1685;689.8437;0.79481;1.31339;113.86543;0.045336;0.099583
164.6136;13-Jun-2025 14:43:37;32;1.78891;743.3789;1.3977;689.8437;0.91247;1.39417;123.83438;0.058908;0.10816
165.3582;14-Jun-2025 08:35:49;1;1.80387;741.1634;1.5852;689.8437;1.2838;1.08784;118.87966;0.030113;0.081427
165.3596;14-Jun-2025 08:37:51;2;1.85855;741.7971;1.588;689.8437;1.3159;1.13612;120.51363;0.027461;0.083085
165.3599;14-Jun-2025 08:38:16;3;1.90385;742.272;1.5788;689.8437;1.3118;1.20454;127.30785;0.028785;0.086112
165.3602;14-Jun-2025 08:38:39;4;1.92165;742.9047;1.538;689.8437;1.3099;1.20865;125.66087;0.024925;0.085566
165.3608;14-Jun-2025 08:39:34;5;1.76242;742.9047;1.7425;689.8437;1.4334;1.15692;123.15806;0.030988;0.090175
165.3612;14-Jun-2025 08:40:07;6;1.75087;742.5884;1.7574;689.8437;1.4664;1.14006;126.02942;0.030484;0.089658
165.3615;14-Jun-2025 08:40:35;7;1.93436;740.8464;1.6429;689.8437;1.3821;1.0868;120.59911;0.025575;0.076936
165.3615;14-Jun-2025 08:40:35;8;1.86175;742.5884;1.4816;689.8437;1.282;1.14958;124.34983;NaN;NaN
165.3625;14-Jun-2025 08:42:00;9;1.84127;741.7971;1.5062;689.8437;1.2746;1.0544;115.06227;0.023723;0.07875
165.3631;14-Jun-2025 08:42:49;10;0.966754;749.6721;1.5876;689.8437;1.4053;0.762189;87.54201;NaN;NaN
