DOYdayfrac;UTC_datetime;filenum;SIF_FARRED_max;SIF_FARRED_max_wvl;SIF_RED_max;SIF_RED_max_wvl;SIF_O2B;SIF_O2A;SIF_int;SIF_O2B_un;SIF_O2A_un
167.6115;16-Jun-2025 14:40:30;55;2.92819;745.1149;1.0133;689.8437;0.95477;2.0633;150.45484;0.017862;0.097683
167.6118;16-Jun-2025 14:40:57;56;3.25538;745.9027;1.6683;689.6741;1.5818;2.40896;173.62153;0.017893;0.11291
167.6121;16-Jun-2025 14:41:24;57;3.06092;744.6419;1.4288;689.8437;1.2854;2.27428;168.59948;0.02196;0.10862
167.6124;16-Jun-2025 14:41:51;58;2.83442;744.7996;1.3405;689.8437;1.225;2.13272;153.68495;0.020769;0.10866
167.6127;16-Jun-2025 14:42:16;59;2.82854;743.8528;0.9627;689.6741;0.89817;1.95477;139.70027;0.017235;0.095249
167.613;16-Jun-2025 14:42:41;60;3.00358;743.3789;1.2648;689.8437;1.147;2.10665;158.07118;0.02008;0.099408
NaN;NaN;1;1.549;730.4675;1.3101;689.8437;1.1541;0.628094;119.32427;0.032156;0.037046
169.35;18-Jun-2025 08:24:04;2;2.25624;744.0107;0.47437;689.8437;0.44257;1.56579;120.10239;NaN;NaN
169.35;18-Jun-2025 08:24:04;3;2.3523;744.9573;0.71352;689.8437;0.62895;1.61231;126.38332;0.023568;0.085901
169.3508;18-Jun-2025 08:25:07;4;2.12471;746.5323;0.61446;689.8437;0.55706;1.50214;117.80072;NaN;NaN
169.3511;18-Jun-2025 08:25:33;5;2.20363;745.2726;0.62331;689.8437;0.57912;1.44359;118.80691;0.024651;0.080901
169.3514;18-Jun-2025 08:25:58;6;2.21269;745.4301;0.62892;689.8437;0.58529;1.55562;125.42452;0.028921;0.086858
169.3517;18-Jun-2025 08:26:29;7;2.28936;745.7452;0.69292;689.8437;0.6453;1.55679;126.28653;0.026508;0.084058
169.352;18-Jun-2025 08:26:55;8;2.28502;746.2176;0.6061;689.8437;0.56052;1.5944;120.05877;NaN;NaN
169.3523;18-Jun-2025 08:27:20;9;2.20625;745.5877;0.56846;689.8437;0.52503;1.56492;120.09002;0.025718;0.086933
169.3526;18-Jun-2025 08:27:46;10;2.20794;745.9027;0.68282;689.8437;0.6269;1.52758;123.37451;0.025702;0.084989
169.3529;18-Jun-2025 08:28:11;11;2.30823;745.5877;0.5327;689.8437;0.47425;1.61372;121.96732;NaN;NaN
169.3532;18-Jun-2025 08:28:37;12;2.28985;746.3749;0.65733;689.8437;0.61099;1.53725;122.00092;0.023456;0.083866
169.3535;18-Jun-2025 08:29:03;13;2.16326;745.9027;0.61732;689.8437;0.57312;1.58686;123.25098;0.028638;0.091811
169.3538;18-Jun-2025 08:29:28;14;2.36061;744.6419;0.68625;689.8437;0.61124;1.4932;119.23384;0.018898;0.079818
169.3541;18-Jun-2025 08:29:53;15;2.23627;745.7452;0.61885;689.8437;0.5671;1.5983;127.94414;NaN;NaN
169.3544;18-Jun-2025 08:30:20;16;2.21057;745.7452;0.61669;689.8437;0.55288;1.62511;130.34116;NaN;NaN
169.3547;18-Jun-2025 08:30:47;17;2.20832;745.2726;0.62603;689.8437;0.57453;1.53954;120.63594;NaN;NaN
169.355;18-Jun-2025 08:31:12;18;2.19264;745.5877;0.5901;689.8437;0.5337;1.55781;120.42474;0.026628;0.087625
169.355;18-Jun-2025 08:31:12;19;2.21424;745.7452;0.60651;689.8437;0.55093;1.55964;124.05465;0.029305;0.0874
169.3556;18-Jun-2025 08:32:03;20;2.2618;745.5877;0.55734;689.8437;0.50107;1.56672;122.46831;0.027233;0.084944
169.356;18-Jun-2025 08:32:37;21;2.16834;746.3749;0.56929;689.8437;0.50523;1.56932;122.53206;0.031138;0.090429
169.3563;18-Jun-2025 08:33:03;22;2.13202;746.5323;0.63988;689.8437;0.59043;1.51817;119.28335;0.026208;0.088967
169.3566;18-Jun-2025 08:33:30;23;2.22227;745.5877;0.5453;689.8437;0.49802;1.54502;119.38135;0.025793;0.084333
169.3571;18-Jun-2025 08:34:14;24;5.73764;755.9111;2.6151;689.8437;2.0955;5.53548;376.08869;0.093777;0.15659
169.3571;18-Jun-2025 08:34:14;25;2.73211;744.0107;1.1633;689.8437;0.92838;1.93276;154.87875;0.031654;0.10379
169.3577;18-Jun-2025 08:35:08;26;2.68616;743.6948;1.0954;689.8437;0.89581;1.76843;140.661;0.023561;0.096946
169.358;18-Jun-2025 08:35:33;27;2.78406;744.1685;0.92653;689.8437;0.71334;1.93307;145.87731;0.028563;0.10186
169.3583;18-Jun-2025 08:35:57;28;2.55645;744.9573;1.0862;689.8437;0.86479;1.86491;143.40482;0.03098;0.10806
169.3589;18-Jun-2025 08:36:45;29;2.74568;745.7452;0.89683;689.8437;0.84;2.02102;146.64681;NaN;NaN
169.3589;18-Jun-2025 08:36:45;30;2.51892;745.9027;0.91339;689.8437;0.83057;1.82811;129.76973;0.017368;0.10443
169.3594;18-Jun-2025 08:37:36;31;2.39832;747.3185;0.64401;689.8437;0.58315;1.86682;132.05748;0.02497;0.1081
169.3598;18-Jun-2025 08:38:10;32;2.29909;746.6896;0.7606;689.8437;0.66404;1.82724;130.06761;0.024914;0.11239
169.3602;18-Jun-2025 08:38:37;33;2.63819;745.4301;0.7173;689.8437;0.66614;1.78817;128.8202;NaN;NaN
169.3605;18-Jun-2025 08:39:03;34;2.44546;746.8469;0.63384;689.8437;0.57791;1.87498;128.01147;0.020266;0.10642
169.3608;18-Jun-2025 08:39:30;35;2.2942;747.7898;0.65429;689.8437;0.60425;1.75365;124.93465;0.021925;0.10618
169.3611;18-Jun-2025 08:39:55;36;2.22959;748.1039;0.60409;689.8437;0.56038;1.77632;122.14721;0.022959;0.11184
169.3614;18-Jun-2025 08:40:22;37;2.29659;746.8469;0.68714;689.8437;0.61834;1.78801;122.83932;0.021134;0.10936
169.3617;18-Jun-2025 08:40:48;38;2.30715;746.6896;0.76316;689.8437;0.67955;1.80015;123.88099;0.021053;0.11052
169.3621;18-Jun-2025 08:41:23;39;2.3783;746.5323;0.73138;689.5045;0.67093;1.89446;128.80821;0.022642;0.11356
169.3627;18-Jun-2025 08:42:20;40;3.39154;746.5323;1.907;689.8437;1.5547;2.86187;226.19041;0.062205;0.13509
169.363;18-Jun-2025 08:42:46;41;3.07093;745.4301;1.4358;689.8437;1.1824;2.526;193.93104;NaN;NaN
169.3633;18-Jun-2025 08:43:13;42;3.20053;745.2726;1.5244;689.8437;1.2541;2.62518;199.65975;0.046604;0.12668
169.3636;18-Jun-2025 08:43:36;43;3.44499;745.4301;1.9107;689.8437;1.6838;2.78529;231.28178;NaN;NaN
169.3639;18-Jun-2025 08:44:03;44;3.13831;745.1149;1.1387;689.8437;0.83628;2.53791;188.01204;0.054703;0.12123
169.3646;18-Jun-2025 08:45:02;45;3.03654;745.4301;1.1118;689.8437;0.88768;2.4857;179.64895;0.046137;0.12257
169.3646;18-Jun-2025 08:45:02;46;2.77896;745.9027;0.77486;689.8437;0.69765;2.17268;150.30893;0.026956;0.10847
169.3654;18-Jun-2025 08:46:14;47;2.17748;748.7316;0.65804;689.8437;0.54179;1.82979;125.28611;0.027354;0.11691
169.3658;18-Jun-2025 08:46:49;48;2.3409;747.3185;0.58292;689.8437;0.54867;1.91572;135.09942;NaN;NaN
169.3661;18-Jun-2025 08:47:15;49;2.61086;745.9027;0.70847;689.8437;0.65258;2.06357;146.63983;0.029882;0.11198
169.3664;18-Jun-2025 08:47:41;50;2.60099;746.5323;1.0434;689.8437;0.75448;2.19877;158.63763;0.047938;0.12911
169.3667;18-Jun-2025 08:48:07;51;2.66294;745.9027;0.71713;689.8437;0.55926;2.18981;152.56573;NaN;NaN
169.367;18-Jun-2025 08:48:33;52;2.59249;745.7452;0.91635;689.8437;0.74047;2.06452;153.68235;0.03737;0.11599
169.3674;18-Jun-2025 08:49:00;53;2.66631;746.2176;0.76806;689.8437;0.66481;2.19846;158.85628;0.041025;0.12317
169.3677;18-Jun-2025 08:49:26;54;2.4396;746.6896;0.70976;689.8437;0.55897;2.01484;141.78433;0.035203;0.11831
169.368;18-Jun-2025 08:49:53;55;2.33295;747.9469;0.51073;689.8437;0.47286;1.86804;129.16906;0.026577;0.10768
169.3683;18-Jun-2025 08:50:17;56;2.65023;747.1613;1.1015;688.4862;0.91715;2.30694;155.97803;NaN;NaN
169.3686;18-Jun-2025 08:50:46;57;3.67157;747.6328;2.4894;689.8437;2.2189;3.2017;272.05889;0.058325;0.14231
169.3689;18-Jun-2025 08:51:17;58;2.26947;746.8469;0.58826;689.8437;0.50339;1.85758;131.65863;0.031511;0.11871
169.3693;18-Jun-2025 08:51:45;59;2.62277;745.9027;1.0067;689.1652;0.9325;2.16899;155.02151;NaN;NaN
169.3696;18-Jun-2025 08:52:17;60;2.82892;745.2726;0.88731;689.1652;0.79737;2.31977;163.70873;0.037658;0.12337
169.37;18-Jun-2025 08:52:44;61;3.10004;745.4301;1.0155;688.4862;0.97866;2.54773;177.56572;0.033831;0.12739
169.3703;18-Jun-2025 08:53:11;62;3.01801;746.0601;1.0694;689.6741;0.8981;2.48539;167.18443;0.035824;0.12908
169.3706;18-Jun-2025 08:53:37;63;2.30786;747.0041;0.50615;689.8437;0.41236;1.89246;129.69024;0.028713;0.10958
169.3709;18-Jun-2025 08:54:03;64;6.63336;753.4219;3.3468;689.8437;2.8707;6.06821;465.521;0.10254;0.16396
169.3712;18-Jun-2025 08:54:30;65;3.22177;746.8469;1.4896;689.8437;1.2463;2.7713;202.19385;0.050845;0.14124
169.3715;18-Jun-2025 08:54:56;66;3.03968;745.5877;1.1247;689.8437;0.96249;2.50295;175.89158;0.036743;0.12907
169.3718;18-Jun-2025 08:55:22;67;2.54043;746.5323;0.78979;689.8437;0.48143;2.14912;151.06493;0.049231;0.12871
169.3722;18-Jun-2025 08:56:02;68;2.66572;745.2726;0.82551;689.8437;0.62985;2.20168;157.50622;NaN;NaN
169.3725;18-Jun-2025 08:56:28;69;2.62661;745.5877;1.0186;689.8437;0.61231;2.20886;159.38209;0.057127;0.12961
169.3734;18-Jun-2025 08:57:45;70;5.02582;780.0343;2.3718;689.8437;2.169;4.23403;327.50818;0.05781;0.13536
169.3737;18-Jun-2025 08:58:10;71;2.58381;745.5877;0.66236;689.8437;0.53638;2.12913;153.45159;0.040257;0.12473
169.3741;18-Jun-2025 08:58:42;72;3.35563;746.6896;1.3059;689.5045;1.1419;2.85823;200.45947;0.04565;0.1378
169.3747;18-Jun-2025 08:59:36;73;2.74933;745.1149;0.91816;689.8437;0.61206;2.26419;158.17989;0.047999;0.12279
170;18-Jun-2025 23:59:57;1;2.14486;747.9469;0.47074;688.8258;0.46327;1.60847;103.96367;0.015829;0.095594
169.3837;18-Jun-2025 09:12:30;2;6.47709;758.7011;2.2609;689.8437;1.8193;6.43809;365.68888;0.04066;0.15402
169.384;18-Jun-2025 09:12:55;3;3.56666;746.3749;1.1149;689.8437;0.95037;2.80939;195.3393;0.033248;0.12027
169.3845;18-Jun-2025 09:13:45;4;3.2915;744.4841;0.8562;689.8437;0.78482;2.23198;152.42222;0.016341;0.10275
169.3848;18-Jun-2025 09:14:09;5;3.225;746.8469;0.77292;689.8437;0.69185;2.57195;172.21519;0.028324;0.12117
169.3851;18-Jun-2025 09:14:33;6;3.19685;745.1149;0.81159;689.8437;0.72761;2.2535;159.03909;0.019552;0.10601
169.3855;18-Jun-2025 09:15:03;7;2.91002;745.9027;0.83014;689.8437;0.76551;2.04086;144.97578;0.017462;0.10553
169.3858;18-Jun-2025 09:15:36;8;2.43063;746.6896;0.62378;689.8437;0.56574;1.81015;123.95098;0.019259;0.10157
169.3861;18-Jun-2025 09:16:03;9;2.28304;748.4178;0.55503;689.8437;0.52965;1.6993;115.80242;NaN;NaN
169.3864;18-Jun-2025 09:16:28;10;2.52932;746.2176;0.67195;689.8437;0.62147;1.86449;130.81986;NaN;NaN
169.3868;18-Jun-2025 09:16:57;11;2.93724;746.5323;1.1999;689.8437;1.0181;2.18999;139.85173;NaN;NaN
169.3873;18-Jun-2025 09:17:44;12;4.20834;744.6419;1.4615;689.8437;1.2936;2.97142;229.35068;0.029488;0.11505
169.3876;18-Jun-2025 09:18:12;13;4.12738;744.6419;1.4632;689.8437;1.2422;3.14618;238.2287;0.038118;0.12038
169.3879;18-Jun-2025 09:18:35;14;4.04901;743.2209;1.3224;689.8437;1.1015;2.94771;218.67409;0.033498;0.11361
169.3882;18-Jun-2025 09:19:00;15;4.11859;743.8528;1.2639;689.8437;1.1283;2.92521;226.19567;0.03456;0.11262
169.3885;18-Jun-2025 09:19:24;16;4.01691;745.4301;1.4323;689.8437;1.2852;3.04429;228.19152;0.032734;0.11913
169.389;18-Jun-2025 09:20:07;17;2.7642;747.6328;0.83149;689.8437;0.75199;2.02091;140.15023;0.018356;0.10777
169.3893;18-Jun-2025 09:20:33;18;2.90895;744.7996;0.79576;689.8437;0.74819;2.05327;146.17713;NaN;NaN
169.3896;18-Jun-2025 09:20:59;19;3.02078;744.9573;1.126;689.8437;1.0085;2.16649;153.96092;0.0182;0.10811
169.3898;18-Jun-2025 09:21:22;20;3.07927;745.7452;0.7878;689.6741;0.76546;2.02311;143.09064;0.016011;0.10086
169.3901;18-Jun-2025 09:21:48;21;2.74098;747.1613;0.80912;689.8437;0.73032;2.03685;141.46284;NaN;NaN
169.3905;18-Jun-2025 09:22:21;22;2.68545;743.2209;1.6084;689.8437;1.2951;1.81284;163.65324;0.034459;0.10277
169.3909;18-Jun-2025 09:22:51;23;2.85872;743.0628;1.2498;689.8437;1.0896;1.80643;155.59886;0.022675;0.098258
169.3911;18-Jun-2025 09:23:15;24;2.59572;744.4841;1.3183;689.8437;1.1808;1.7737;160.77663;0.03257;0.10478
169.3914;18-Jun-2025 09:23:37;25;2.65467;743.8528;1.3779;689.8437;1.162;1.84063;162.29658;0.034346;0.10586
169.3917;18-Jun-2025 09:24:03;26;2.58543;744.0107;1.3775;689.8437;1.1996;1.77307;156.13919;0.027929;0.10431
169.3922;18-Jun-2025 09:24:44;27;2.04471;744.7996;1.2843;689.8437;1.057;1.47331;131.06197;0.033152;0.10077
169.3925;18-Jun-2025 09:25:08;28;2.04324;744.7996;1.4228;689.8437;1.1445;1.50336;136.12856;NaN;NaN
169.3928;18-Jun-2025 09:25:35;29;1.99214;744.7996;1.1916;689.8437;1.0755;1.38116;130.30858;0.02954;0.097416
169.3931;18-Jun-2025 09:26:00;30;2.21236;744.7996;1.1553;689.8437;1.0058;1.52575;139.67226;0.033312;0.097868
169.3934;18-Jun-2025 09:26:26;31;2.18792;744.0107;1.2748;689.8437;1.0869;1.4859;139.3256;0.0324;0.094924
